Education_Sector,School_Name,School_Type,Address_Line_1,Address_Town,Address_Postcode,Full_Phone_No,longitude,latitude
Catholic,Holy Child School,Primary,227 Blair Street,DALLAS,3047,03 9309 1620,144.931984,-37.665736
Catholic,Emmanuel College,Secondary,423 Blackshaws Road,ALTONA NORTH,3025,03 8325 5100,144.842389,-37.831623
Catholic,St Peter Julian Eymard,Primary,Reay Road,MOOROOLBARK,3138,03 9725 0595,145.3175154,-37.7879128
Catholic,St Damian's School,Primary,5 Settlement Road,BUNDOORA,3083,03 9467 8566,145.0572167,-37.6984942
Catholic,St Monica's College,Secondary,16 Davisson Street,EPPING,3076,03 9409 8800,145.0302857,-37.6507081
Independent,Yarra Valley Grammar,Pri/Sec,Kalinda Road,RINGWOOD,3134,03 9262 7777,145.258164,-37.783701
Catholic,Christ the King School,Primary,79 Wilsons Road,NEWCOMB,3219,03 5248 1093,144.393098,-38.166554
Catholic,Mercy College,Secondary,760 Sydney Road,COBURG,3058,03 9319 9299,144.964562,-37.730398
Catholic,St Timothy's School,Primary,21 Stevens Road,VERMONT,3133,03 9878 4188,145.183654,-37.840389
Catholic,St Mary's School,Primary,4-12 Duke Street,MAFFRA,3860,03 5147 1334,146.9723891,-37.96350023
Catholic,St Macartan's School,Primary,97 Bungower Road,MORNINGTON,3931,03 5979 9200,145.070463,-38.223213
Catholic,St John's School,Primary,Jayne Street,FRANKSTON EAST,3199,03 9789 9794,145.148098,-38.145823
Catholic,St Mary's College for the Deaf,Special,10 Riddell Road,WANTIRNA SOUTH,3152,03 9800 2733,145.242789,-37.877901
Catholic,John Paul College,Secondary,165 Mc Mahons Road,FRANKSTON,3199,03 9784 0200,145.138867,-38.13557
Catholic,St Anne's School,Primary,86-94 Austin Road,SEAFORD,3198,03 9786 4736,145.140947,-38.106598
Catholic,Mazenod College,Secondary,Kernot Ave,MULGRAVE,3170,03 9560 0911,145.166144,-37.915204
Catholic,St Martin de Porres School,Primary,158 Military Road,AVONDALE HEIGHTS,3034,03 9331 9000,144.861624,-37.758468
Catholic,St Gregory the Great School,Primary,396 Manningham Road,DONCASTER,3108,03 9848 4483,145.122282,-37.780598
Independent,Maranatha Christian School,Pri/Sec,104-108 Reema Boulevard,ENDEAVOUR HILLS,3802,03 9709 7209,145.278034,-37.970919
Catholic,St Kevin's School,Primary,26-44 Herlihys Road,TEMPLESTOWE LOWER,3107,03 9850 4609,145.122868,-37.761267
Catholic,St James' School,Primary,51 Centre Road,VERMONT,3133,03 9874 1830,145.20969,-37.836748
Catholic,Good Shepherd School,Primary,30 Academy Avenue,WHEELERS HILL,3150,03 9562 0229,145.166052,-37.908123
Catholic,MacKillop Catholic Regional College,Secondary,1 Russell Street,WERRIBEE,3030,03 8734 5200,144.6651016,-37.90950211
Catholic,St James' College,Secondary,156 Bignell Road,BENTLEIGH EAST,3165,03 9575 8100,145.071365,-37.926472
Catholic,St Thomas' School,Primary,Guthridge Parade,SALE,3850,03 5144 1332,147.08331,-38.09940329
Catholic,St Leo the Great School,Primary,315 Mason Street,ALTONA NORTH,3025,03 9391 5522,144.851693,-37.839216
Catholic,St Peter's School,Primary,2A Parkside Avenue,KEILOR EAST,3033,03 9337 4111,144.859418,-37.744237
Catholic,Our Lady Help of Christians School,Primary,28 Selby Road,WARRNAMBOOL EAST,3280,03 5562 5559,142.519533,-38.385247
Catholic,Marian College,Secondary,Prince Street,MYRTLEFORD,3737,03 5752 1596,146.72536,-36.55334
Catholic,St Martin de Porres School,Primary,13-25 Bellin Street,LAVERTON,3028,03 9369 1070,144.77698,-37.853783
Catholic,St Jude the Apostle School,Primary,53 George Street,SCORESBY,3179,03 9763 7703,145.225957,-37.889844
Catholic,St Monica's School,Primary,137 Brockley Street,WODONGA WEST,3690,02 6024 3151,146.872637,-36.126753
Independent,Mount Evelyn Christian School/Ranges TEC,Pri/Sec,135 York Road,MOUNT EVELYN,3796,03 9738 6000,145.3670969,-37.79883442
Independent,Melbourne Rudolf Steiner School,Pri/Sec,213 Wonga Road,WARRANWOOD,3134,03 9876 2633,145.248811,-37.777221
Catholic,St Peter's School,Primary,Fenton Street,BENDIGO NORTH,3550,03 5443 9319,144.2727362,-36.74416599
Catholic,St Mark's School,Primary,4-6 Dimar Court,DINGLEY,3172,03 9551 1150,145.129566,-37.986656
Independent,The Currajong School,Special,90 Darling Road,MALVERN EAST,3145,03 9571 7869,145.059946,-37.875953
Independent,Nunawading Christian College-Secondary,Secondary,161 Central Rd,NUNAWADING,3131,03 9877 3555,145.1690183,-37.82254717
Independent,Eltham College,Pri/Sec,1660 Main Road,RESEARCH,3095,03 9437 1421,145.192232,-37.70044311
Catholic,Holy Eucharist School,Primary,1A Oleander Drive,ST ALBANS SOUTH,3021,03 8312 0900,144.811408,-37.756436
Catholic,St Paul's Primary School,Primary,Fourteenth Street,MILDURA,3500,03 5023 4567,142.156034,-34.204601
Independent,Learning Co-Operative School,Primary,10 Laceys Road,HURSTBRIDGE,3099,03 9718 1481,145.2133347,-37.62939233
Catholic,St Peter Apostle School,Primary,16-38 Guinane Avenue,HOPPERS CROSSING,3029,03 9749 1055,144.69031,-37.874642
Independent,Donvale Christian College,Pri/Sec,155 Tindals Road,DONVALE,3111,03 9844 2471,145.193451,-37.774028
Independent,Berengarra School,Special,43 Harrison Street,BOX HILL NORTH,3129,03 9898 9167,145.132142,-37.80388
Independent,Sholem Aleichem College,Primary,11 Sinclair St,ELSTERNWICK,3185,03 8527 3000,145.001203,-37.882289
Catholic,St John XXIII Primary School,Primary,Regal Avenue,THOMASTOWN EAST,3074,03 9465 6066,145.0392037,-37.67842204
Independent,Braemar College,Pri/Sec,1499 Mt Macedon Rd,WOODEND,3442,03 5427 2500,144.5759811,-37.36382882
Catholic,School of the Good Shepherd,Primary,88 South Circular Road,GLADSTONE PARK,3043,03 9338 7686,144.889458,-37.693031
Catholic,St Agatha's School,Primary,Scott Street,CRANBOURNE,3977,03 5996 2724,145.278852,-38.111642
Catholic,Resurrection School,Primary,402 Corrigan Road,KEYSBOROUGH,3173,03 9798 4126,145.16293,-37.989944
Catholic,St Dominic's School,Primary,Church Street,MELTON,3337,03 9743 6225,144.584635,-37.680915
Catholic,St Francis Xavier School,Primary,143 Bacchus Marsh Road,CORIO,3214,03 5275 1974,144.358129,-38.072033
Independent,Gilson College,Pri/Sec,450 Taylors Road,TAYLORS HILL,3037,03 9365 9365,144.763149,-37.724602
Independent,Cheshire School,Special,583 Ferntree Gully Road,GLEN WAVERLEY,3150,03 8562 5100,145.158092,-37.902842
Catholic,Galen Catholic College,Secondary,College Street,WANGARATTA,3677,03 5721 6322,146.310537,-36.338747
Catholic,Holy Spirit School,Primary,120 Oban Road,RINGWOOD NORTH,3134,03 9876 1103,145.236917,-37.793231
Catholic,Lumen Christi School,Primary,35 Williams Avenue,CHURCHILL,3842,03 5122 2231,146.4157105,-38.31640225
Catholic,Holy Saviour Parish School,Primary,765 Highbury Road,VERMONT SOUTH,3133,03 9803 6828,145.175038,-37.862336
Catholic,St Clare's School,Primary,Harbard Street,THOMASTOWN WEST,3074,03 9465 8535,144.9977174,-37.67775056
Independent,Nhill Lutheran School,Primary,2 Mackay St,NHILL,3418,03 5391 2144,141.662154,-36.327734
Catholic,St Anne's School,Primary,16 Stewarts Lane,SUNBURY,3429,03 9744 3055,144.717457,-37.568388
Catholic,Our Lady of the Pines School,Primary,77 Carbine Street,DONVALE,3111,03 9842 2991,145.177211,-37.774442
Catholic,St Jude's School,Primary,30 Warrandyte Road,LANGWARRIN,3910,03 9789 7581,145.191109,-38.155275
Catholic,St Paul's Kealba Catholic School,Primary,230-240 Sunshine Avenue,KEALBA,3021,03 9366 6033,144.81963,-37.733736
Catholic,St Elizabeth's School,Primary,111 Bakers Road,DANDENONG NORTH,3175,03 9795 5258,145.198878,-37.946321
Catholic,St Joseph the Worker School,Primary,79 Wilson Boulevard,RESERVOIR NORTH,3073,03 9469 7800,144.99292,-37.702216
Catholic,Resurrection School,Primary,51 Gum Road,KINGS PARK,3021,03 9366 7022,144.775394,-37.736301
Catholic,Catholic Regional College,Secondary,10 Theodore Street,ST ALBANS,3021,03 9366 2544,144.799086,-37.738892
Catholic,St Francis Xavier College,Secondary,4 Beaconsfield Avenue,BEACONSFIELD,3807,03 9707 3111,145.373106,-38.052002
Independent,Holy Trinity Lutheran College,Pri/Sec,Trinity Drive,HORSHAM,3400,03 5382 2529,142.217749,-36.708181
Independent,Plenty Valley International Montessori School,Primary,315 Aqueduct Rd,ST HELENA,3088,03 9438 3202,145.137091,-37.68407
Independent,Waverley Christian College,Pri/Sec,1248 High Street Road,WANTIRNA SOUTH,3152,03 9871 8600,145.215299,-37.880135
Independent,The King David School,Pri/Sec,517-519 Orrong Road,ARMADALE,3143,03 9529 5277,145.010495,-37.858226
Independent,Westbourne Grammar School,Pri/Sec,300 Sayers Rd,TRUGANINA,3029,03 9731 9444,144.724898,-37.850843
Catholic,Nazareth School,Primary,14-16 Griffith Street,GROVEDALE,3216,03 5243 0502,144.330112,-38.202516
Catholic,St Augustine's Primary School,Primary,Augustine's Way,KEILOR,3036,03 9336 4294,144.820517,-37.710633
Catholic,St Anthony's School,Primary,Wilson Road,MELTON SOUTH,3338,03 9743 1401,144.572897,-37.709657
Catholic,St Thomas the Apostle School,Primary,251 Diamond Creek Road,GREENSBOROUGH NORTH,3088,03 9434 4565,145.1191059,-37.68218852
Catholic,St Luke's School,Primary,25 Stokes Road,WANTIRNA,3152,03 9801 6917,145.235066,-37.853378
Catholic,St Peter's School,Primary,2A Killeen Street,SUNSHINE SOUTH WEST,3020,03 9312 3147,144.819619,-37.800283
Independent,Northside Christian College,Pri/Sec,31 McLeans Rd,BUNDOORA,3083,03 9467 2499,145.0546707,-37.69501422
Independent,St John's College Preston,Pri/Sec,21 Railway Place West,PRESTON,3072,03 9480 5300,144.998743,-37.747246
Independent,Good Shepherd Lutheran Primary School,Primary,53-57 Plymouth Rd,CROYDON HILLS,3136,03 9725 8255,145.268615,-37.782683
Independent,Oxley Christian College,Pri/Sec,15 - 49 Old Melbourne Rd,CHIRNSIDE PARK,3116,03 9727 9900,145.30513,-37.763573
Independent,Olivet Christian College,Pri/Sec,89 Main Rd,CAMPBELLS CREEK,3451,03 5472 3817,144.205424,-37.088492
Independent,Covenant College,Pri/Sec,105 Creamery Road,BELL POST HILL,3215,03 5278 5122,144.317997,-38.09719
Independent,Mountain District Christian School,Pri/Sec,325 Macclesfield Road,MONBULK,3793,03 9756 7244,145.4527149,-37.85664819
Catholic,Catholic College Wodonga,Secondary,1 Bowman Court,WODONGA,3690,02 6043 5500,146.8623901,-36.12961895
Catholic,Caroline Chisholm Catholic College,Secondary,204 Churchill Avenue,BRAYBROOK,3019,03 9296 5311,144.8501,-37.785858
Catholic,St Thomas More School,Primary,Cuthbert's Road,ALFREDTON,3350,03 5334 2244,143.79995,-37.553494
Catholic,St Mary's School,Primary,58 Clegg Road,MOUNT EVELYN,3796,03 9736 2219,145.395858,-37.790516
Catholic,St Anne's School,Primary,60 Knees Road,PARK ORCHARDS,3114,03 9876 1533,145.218594,-37.773303
Catholic,St Gabriel's School,Primary,30-50 Rangeview Drive,TRARALGON WEST,3844,03 5174 5515,146.511052,-38.187649
Catholic,Our Lady's School,Primary,Craigieburn Road West,CRAIGIEBURN,3064,03 9308 2011,144.931372,-37.598603
Catholic,St Augustine's School,Primary,80 Golf Links Road,FRANKSTON SOUTH,3199,03 9781 3007,145.145871,-38.172048
Catholic,St Francis of Assisi School,Primary,290-312 Childs Road,MILL PARK,3082,03 9407 3100,145.0589142,-37.66499475
Catholic,Loyola College,Secondary,325 Grimshaw Street,WATSONIA,3087,03 9434 4466,145.08073,-37.703396
Catholic,Catholic Regional College,Secondary,109-141 Bulman's Road,MELTON,3337,03 8099 6000,144.550411,-37.677246
Independent,Newhaven College,Pri/Sec,1770 Phillip Island Road,SUNSET STRIP,3922,03 5956 7505,145.272323,-38.488343
Independent,St John's Lutheran School,Primary,43-55 Trangmar Street,PORTLAND,3305,03 5523 3833,141.589841,-38.356786
Independent,Christian College Highton,Pri/Sec,18 Burdekin Road,HIGHTON,3216,03 5241 1899,144.313073,-38.185241
Independent,Billanook College,Pri/Sec,197-199 Cardigan Road,MOOROOLBARK,3138,03 9725 5388,145.3388701,-37.78785168
Independent,Fitzroy Community School,Primary,597 Brunswick Street,FITZROY NORTH,3068,03 9489 5700,144.97981,-37.789173
Catholic,St Paul Apostle South School,Primary,9 William Hovell Drive,ENDEAVOUR HILLS,3802,03 9700 3663,145.257929,-37.980524
Catholic,St Andrew's School,Primary,96 Bunney Road,CLAYTON SOUTH,3169,03 9551 5094,145.107195,-37.93489
Catholic,St Thomas More's School,Primary,313 Canadian Bay Road,MOUNT ELIZA,3930,03 9787 7788,145.101137,-38.197726
Catholic,St Francis' School,Primary,Chapel Street,NATHALIA,3638,03 5866 2271,145.207742,-36.058596
Independent,Creek Street Christian College,Pri/Sec,91 Creek Street,BENDIGO,3550,03 5442 1722,144.271576,-36.765532
Independent,Good Shepherd College,Pri/Sec,297 Mount Napier Road,HAMILTON,3300,03 5571 2595,142.041488,-37.770832
Independent,Plenty Valley Christian College,Pri/Sec,840 Yan Yean Road,DOREEN,3754,03 9717 7400,145.138791,-37.613463
Catholic,St James the Apostle School,Primary,Derrimut Road,HOPPERS CROSSING NORTH,3029,03 9749 1000,144.687493,-37.857286
Catholic,St Simon's School,Primary,2 Taylors Lane,ROWVILLE,3178,03 9755 4222,145.245327,-37.925677
Catholic,Queen of Peace Primary School,Primary,62 Everingham Road,ALTONA MEADOWS,3028,03 9369 2581,144.791697,-37.875148
Catholic,Don Bosco School,Primary,496 Princes Highway,NARRE WARREN,3805,03 9704 7255,145.315012,-38.025966
Catholic,Our Lady Star of the Sea School,Primary,13-29 John Dory Drive,OCEAN GROVE,3226,03 5255 4308,144.540157,-38.26078
Catholic,Catholic Regional College Institute of Training,Secondary,380 Sydenham Road,SYDENHAM,3037,03 9361 0000,144.771012,-37.699136
Catholic,Catholic Regional College North Keilor,Secondary,Santa Monica Drive,KEILOR NORTH,3036,03 9361 5900,144.805062,-37.699943
Independent,Village School,Primary,9-13 Holloway Road,CROYDON NORTH,3136,03 9726 4766,145.294493,-37.763749
Independent,Bayside Christian College,Pri/Sec,120-128 Robinsons Road,LANGWARRIN SOUTH,3911,03 5971 6700,145.16302,-38.178632
Independent,Andale School,Special,84 Charles Street,KEW,3101,03 9853 3911,145.036044,-37.805513
Independent,Trinity Lutheran College,Pri/Sec,920 Fifteenth Street,MILDURA,3500,03 5023 7013,142.128786,-34.201602
Independent,Goulburn Valley Grammar School,Pri/Sec,455 Verney Road,SHEPPARTON,3630,03 5821 8155,145.415577,-36.327476
Independent,The Knox School,Pri/Sec,220 Burwood Highway,WANTIRNA SOUTH,3152,03 8805 3800,145.219198,-37.865467
Independent,Heathdale Christian College,Pri/Sec,175 Derrimut Rd,WERRIBEE,3030,03 9749 1522,144.681332,-37.881318
Independent,Hillcrest Christian College,Pri/Sec,500 Soldiers Road,CLYDE NORTH,3978,03 9702 2144,145.363801,-38.084681
Independent,St Paul's Anglican Grammar School,Pri/Sec,150 Bowen Street,WARRAGUL,3820,03 5623 5833,145.930417,-38.147811
Independent,Sunshine Christian School,Primary,81 - 83 Westmoreland Road,SUNSHINE NORTH,3020,03 9312 1253,144.835864,-37.768396
Independent,Frank Dando Sports Academy,Special,33 Raymond Street,ASHWOOD,3147,03 9807 2111,145.108886,-37.8668
Independent,Beaconhills College,Pri/Sec,30-34 Toomuc Valley Road,PAKENHAM,3810,1300 002 225,145.467319,-38.061898
Independent,Ghilgai School,Primary,295 Liverpool Road,KILSYTH,3137,03 9728 5819,145.3189311,-37.82913713
Catholic,St Bernadette's Catholic Primary School,Primary,1264 Mountain Highway,THE BASIN,3154,03 9762 5135,145.310841,-37.853904
Catholic,St Catherine's School,Primary,2 Lascelles Drive,LALOR WEST,3075,03 9466 2480,145.0032382,-37.66560256
Catholic,St Anthony's School,Primary,90 Kees Road,LARA,3212,03 5282 1415,144.390582,-38.015191
Catholic,St Mary's School,Primary,2-20 Fir Street,WHITTLESEA,3757,03 9716 2478,145.1145373,-37.50906237
Catholic,St Charles Borromeo School,Primary,230-234 Serpells Road,TEMPLESTOWE,3106,03 9842 7634,145.153432,-37.767398
Independent,River City Christian College,Pri/Sec,29 Rose Street,ECHUCA,3564,03 5482 4594,144.731759,-36.144815
Independent,Belgrave Heights Christian School,Pri/Sec,20 Wattle Valley Road,BELGRAVE HEIGHTS,3160,03 9754 6435,145.3462292,-37.91890282
Independent,Oakleigh Grammar,Pri/Sec,77 Willesden Road,OAKLEIGH,3166,03 9569 6128,145.082819,-37.895907
Independent,Worawa Aboriginal College,Special,60 - 80 Barak Lane,HEALESVILLE,3777,03 5962 4344,145.5092164,-37.68452365
Independent,Kerang Christian College,Pri/Sec,98 Wyndham Street,KERANG,3579,03 5450 3894,143.913416,-35.730422
Independent,St Andrews Christian College,Pri/Sec,130 Tyner Road,WANTIRNA SOUTH,3152,(03) 8847 8300,145.244636,-37.873866
Independent,Chairo Christian School,Pri/Sec,76 Balfour Road,DROUIN,3818,03 5625 4600,145.877116,-38.142837
Independent,Australian International Academy of Education,Pri/Sec,653 Sydney Road,COBURG,3058,03 9350 4533,144.9586634,-37.72654764
Independent,Flinders Christian Community College,Pri/Sec,155 Mornington - Tyabb Road,TYABB,3913,03 5973 2000,145.167984,-38.262117
Catholic,St Mary MacKillop Primary School,Primary,152 Odessa Avenue,KEILOR DOWNS,3038,03 9367 6199,144.804346,-37.714625
Catholic,St Catherine of Siena School,Primary,Bulman's Road,MELTON WEST,3337,03 9743 2166,144.5501953,-37.67878271
Catholic,St Paul's School,Primary,59 Moores Road,MONBULK,3793,03 9756 7201,145.412057,-37.867995
Catholic,Our Lady of Fatima School,Primary,16 Hinton Street,ROSEBUD,3939,03 5950 0400,144.897536,-38.371333
Catholic,St Justin's School,Primary,42 Whalley Drive,WHEELERS HILL,3150,03 9561 7644,145.190508,-37.917811
Independent,Grace Christian College Wodonga,Pri/Sec,20 Kinchington Road,LENEVA,3691,02 6056 2288,146.887345,-36.157173
Catholic,St Richard's Primary School,Primary,672 Mount Dandenong Road,KILSYTH,3137,03 9728 4378,145.3217417,-37.80656384
Catholic,Holy Trinity School,Primary,10 Riddell Road,WANTIRNA SOUTH,3152,03 9801 8296,145.242912,-37.877468
Independent,Melton Christian College,Pri/Sec,152-156 Brooklyn Road,MELTON SOUTH,3338,03 9743 8193,144.560281,-37.700276
Independent,Mansfield Rudolf Steiner School,Pri/Sec,91 Highett Street,MANSFIELD,3722,03 5779 1445,146.08574,-37.061402
Catholic,St Paul Apostle North School,Primary,76 Mossgiel Park Drive,ENDEAVOUR HILLS,3802,03 9700 6068,145.262664,-37.967529
Catholic,Corpus Christi School,Primary,29 Russell Street,WERRIBEE,3030,03 9741 8440,144.6634428,-37.90994759
Catholic,Nazareth College,Secondary,Manning Drive,NOBLE PARK NORTH,3174,03 9795 8100,145.195459,-37.940226
Catholic,St Therese School,Primary,50 Grossmans Road,TORQUAY,3228,03 5261 4246,144.3118515,-38.32111509
Independent,Japanese School of Melbourne,Pri/Sec,6 Ellington Street,CAULFIELD SOUTH,3162,03 9528 1978,145.019402,-37.892445
Catholic,Mary MacKillop Catholic Regional College,Secondary,Horn Street,LEONGATHA,3953,03 5662 4255,145.963538,-38.466733
Independent,King's College,Pri/Sec,44 Balmoral Road,WARRNAMBOOL,3280,03 5562 0147,142.506174,-38.362113
Independent,Sophia Mundi Steiner School,Pri/Sec,1 St Heliers Street,ABBOTSFORD,3067,03 9419 9229,145.005225,-37.803664
Independent,Al-Taqwa College,Pri/Sec,201 Sayers Road,TRUGANINA,3029,03 9269 5000,144.722023,-37.85265
Independent,Overnewton Anglican Community College,Pri/Sec,2-50 Overnewton Road,KEILOR,3036,03 9334 0149,144.82318,-37.706557
Catholic,St Joachim's School,Primary,25 Broderick Road,CARRUM DOWNS,3201,03 9785 2633,145.178469,-38.103348
Catholic,Holy Trinity Primary School,Primary,94 Weidlich Road,ELTHAM NORTH,3095,03 9431 0888,145.135461,-37.698439
Catholic,St Carlo Borromeo School,Primary,5-9 Drummond Street,GREENVALE,3059,03 9333 2572,144.888635,-37.653642
Independent,Little Yarra Steiner School,Pri/Sec,205 Little Yarra Road,YARRA JUNCTION,3797,03 5967 1953,145.631163,-37.79444291
