Post code,Suburb,State,State_code,Latitude,Longitude
3941,Tootgarook,Victoria,VIC,-38.3777,144.8502
3942,Blairgowrie,Victoria,VIC,-38.3613,144.7795
3943,Sorrento,Victoria,VIC,-38.3396,144.7413
3944,Portsea,Victoria,VIC,-38.3167,144.7167
3945,Krowera,Victoria,VIC,-38.4333,145.6667
3945,Jeetho,Victoria,VIC,-38.3833,145.7167
3945,Woodleigh,Victoria,VIC,-38.4,145.6333
3945,Loch,Victoria,VIC,-38.3691,145.7081
3946,Bena,Victoria,VIC,-38.4167,145.7667
3950,Kardella South,Victoria,VIC,-38.45,145.8833
3950,Korumburra,Victoria,VIC,-38.4319,145.8235
3950,Strzelecki,Victoria,VIC,-38.3333,145.9
3950,Whitelaw,Victoria,VIC,-38.4167,145.7833
3950,Korumburra South,Victoria,VIC,-38.4667,145.85
3951,Outtrim,Victoria,VIC,-38.4833,145.7667
3951,Arawata,Victoria,VIC,-38.4,145.8667
3951,Ranceby,Victoria,VIC,-38.3833,145.85
3951,Moyarra,Victoria,VIC,-38.4833,145.7333
3951,Kardella,Victoria,VIC,-38.4167,145.8667
3951,Kongwak,Victoria,VIC,-38.5167,145.7
3951,Jumbunna,Victoria,VIC,-38.4667,145.7667
3951,Fairbank,Victoria,VIC,-38.45,145.7929
3953,Wooreen,Victoria,VIC,-38.4,146.0333
3953,Mardan,Victoria,VIC,-38.45,146.1333
3953,Leongatha,Victoria,VIC,-38.4761,145.9469
3953,Nerrena,Victoria,VIC,-38.5167,146.0833
3953,Mount Eccles South,Victoria,VIC,-38.3667,145.9833
3953,Leongatha South,Victoria,VIC,-38.5333,145.8833
3953,Mount Eccles,Victoria,VIC,-38.3667,145.9833
3953,Ruby,Victoria,VIC,-38.45,145.9167
3953,Hallston,Victoria,VIC,-38.3667,146.0333
3953,Berrys Creek,Victoria,VIC,-38.4167,146.0667
3953,Boorool,Victoria,VIC,-38.4236,146.0027
3953,Trida,Victoria,VIC,-38.3167,145.9667
3953,Koorooman,Victoria,VIC,-38.4236,146.0027
3953,Wild Dog Valley,Victoria,VIC,-38.4236,146.0027
3953,Leongatha North,Victoria,VIC,-38.4236,146.0027
3954,Koonwarra,Victoria,VIC,-38.55,145.95
3956,Venus Bay,Victoria,VIC,-38.7004,145.8224
3956,Dumbalk,Victoria,VIC,-38.5333,146.0833
3956,Walkerville South,Victoria,VIC,-38.8599,145.9933
3956,Dumbalk North,Victoria,VIC,-38.5167,146.1667
3956,Tarwin Lower,Victoria,VIC,-38.7,145.85
3956,Meeniyan,Victoria,VIC,-38.5769,146.0193
3956,Walkerville North,Victoria,VIC,-38.6678,145.9843
3956,Middle Tarwin,Victoria,VIC,-38.6667,145.9333
3956,Tarwin,Victoria,VIC,-38.5833,145.9833
3956,Walkerville,Victoria,VIC,-38.6777,146.0009
3957,Stony Creek,Victoria,VIC,-38.5833,146.0333
3958,Buffalo,Victoria,VIC,-38.65,146.0333
3959,Sandy Point,Victoria,VIC,-38.8199,146.1174
3959,Fish Creek,Victoria,VIC,-38.6833,146.0833
3959,Waratah Bay,Victoria,VIC,-38.7697,146.0757
3960,Gunyah,Victoria,VIC,-38.5333,146.3167
3960,Turtons Creek,Victoria,VIC,-38.55,146.25
3960,Wonga,Victoria,VIC,-37.7333,145.2667
3960,Bennison,Victoria,VIC,-38.6667,146.25
3960,Yanakie,Victoria,VIC,-38.8114,146.2057
3960,Foster,Victoria,VIC,-38.6527,146.2007
3960,Foster North,Victoria,VIC,-38.5638,146.1564
3960,Mount Best,Victoria,VIC,-38.6,146.3
3960,Wilsons Promontory,Victoria,VIC,-38.9602,146.3677
3960,Boolarong,Victoria,VIC,-38.5667,146.25
3960,Woorarra West,Victoria,VIC,-38.5638,146.1564
3960,Shallow Inlet,Victoria,VIC,-38.5638,146.1564
3960,Tidal River,Victoria,VIC,-38.8342,146.2888
3962,Wonyip,Victoria,VIC,-38.5622,146.3924
3962,Woorarra East,Victoria,VIC,-38.6167,146.3833
3962,Agnes,Victoria,VIC,-38.6857,146.3898
3962,Toora,Victoria,VIC,-38.6629,146.3279
3962,Toora North,Victoria,VIC,-38.633,146.3711
3964,Port Franklin,Victoria,VIC,-38.6833,146.2667
3965,Port Welshpool,Victoria,VIC,-38.6992,146.4531
3966,Binginwarri,Victoria,VIC,-38.5833,146.45
3966,Welshpool,Victoria,VIC,-38.6667,146.4333
3966,Hazel Park,Victoria,VIC,-38.6333,146.3833
3967,Hedley,Victoria,VIC,-38.6333,146.5
3971,Macks Creek,Victoria,VIC,-38.4667,146.6333
3971,Madalya,Victoria,VIC,-38.5,146.4667
3971,Alberton,Victoria,VIC,-38.6167,146.6667
3971,Port Albert,Victoria,VIC,-38.6654,146.6885
3971,Hunterston,Victoria,VIC,-38.5398,146.6065
3971,Hiawatha,Victoria,VIC,-38.5167,146.4667
3971,Yarram,Victoria,VIC,-38.5648,146.6756
3971,Calrossie,Victoria,VIC,-38.4833,146.6667
3971,Snake Island,Victoria,VIC,-38.5398,146.6065
3971,Staceys Bridge,Victoria,VIC,-38.55,146.5333
3971,Jack River,Victoria,VIC,-38.55,146.5667
3971,Devon North,Victoria,VIC,-38.505,146.6497
3971,Manns Beach,Victoria,VIC,-38.5398,146.6065
3971,Langsborough,Victoria,VIC,-38.6551,146.678
3971,Gelliondale,Victoria,VIC,-38.6194,146.6036
3971,Won Wron,Victoria,VIC,-38.4667,146.7167
3971,Balook,Victoria,VIC,-38.4333,146.5667
3971,Tarra Valley,Victoria,VIC,-38.4333,146.5333
3971,Tarraville,Victoria,VIC,-38.6333,146.7167
3971,Robertsons Beach,Victoria,VIC,-38.5398,146.6065
3971,Alberton West,Victoria,VIC,-38.6,146.6
3975,Lyndhurst,Victoria,VIC,-38.05,145.25
3975,Lynbrook,Victoria,VIC,-38.0559,145.2562
3976,Hampton Park,Victoria,VIC,-38.0333,145.25
3977,Cannons Creek,Victoria,VIC,-38.2122,145.3153
3977,Devon Meadows,Victoria,VIC,-38.1667,145.3
3977,Junction Village,Victoria,VIC,-38.1364,145.2968
3977,Cranbourne South,Victoria,VIC,-38.135,145.2396
3977,Skye,Victoria,VIC,-38.1051,145.2163
3977,Five Ways,Victoria,VIC,-38.1667,145.3167
3977,Cranbourne West,Victoria,VIC,-38.0965,145.2671
3977,Botanic Ridge,Victoria,VIC,-38.1392,145.2684
3977,Sandhurst,Victoria,VIC,-38.081,145.2077
3977,Cranbourne,Victoria,VIC,-38.1134,145.2833
3977,Cranbourne East,Victoria,VIC,-38.1153,145.2981
3977,Cranbourne North,Victoria,VIC,-38.0829,145.2781
3978,Clyde North,Victoria,VIC,-38.1167,145.3333
3978,Cardinia,Victoria,VIC,-38.15,145.4167
3978,Clyde,Victoria,VIC,-38.1333,145.3333
3979,Glen Alvie,Victoria,VIC,-38.5167,145.7
3979,Almurta,Victoria,VIC,-38.4667,145.5833
3979,Kernot,Victoria,VIC,-38.4333,145.6
3980,Blind Bight,Victoria,VIC,-38.2143,145.3377
3980,Warneet,Victoria,VIC,-38.2253,145.3101
3980,Tooradin,Victoria,VIC,-38.2147,145.3833
3981,Dalmore,Victoria,VIC,-38.1833,145.4167
3981,Koo Wee Rup,Victoria,VIC,-38.1994,145.4908
3981,Catani,Victoria,VIC,-38.2,145.6333
3981,Heath Hill,Victoria,VIC,-38.25,145.7
3981,Bayles,Victoria,VIC,-38.1833,145.5667
3981,Yannathan,Victoria,VIC,-38.2333,145.65
3981,Koo Wee Rup North,Victoria,VIC,-38.1667,145.5333
3984,Monomeith,Victoria,VIC,-38.2167,145.5167
3984,Tenby Point,Victoria,VIC,-38.441,145.5107
3984,Lang Lang,Victoria,VIC,-38.266,145.5621
3984,Queensferry,Victoria,VIC,-38.4167,145.5
3984,Caldermeade,Victoria,VIC,-38.25,145.5333
3984,Pioneer Bay,Victoria,VIC,-38.3807,145.5495
3984,Coronet Bay,Victoria,VIC,-38.4391,145.4457
3984,Corinella,Victoria,VIC,-38.4141,145.4276
3984,Grantville,Victoria,VIC,-38.407,145.5301
3984,Adams Estate,Victoria,VIC,-38.3488,145.5081
3984,Lang Lang East,Victoria,VIC,-38.3488,145.5081
3984,Jam Jerrup,Victoria,VIC,-38.3151,145.5606
3984,The Gurdies,Victoria,VIC,-38.3151,145.5606
3987,Nyora,Victoria,VIC,-38.3336,145.6725
3988,Poowong,Victoria,VIC,-38.3428,145.7638
3988,Poowong East,Victoria,VIC,-38.3,145.8333
3988,Poowong North,Victoria,VIC,-38.3,145.8
3988,Mountain View,Victoria,VIC,-38.2667,145.8667
3990,Glen Forbes,Victoria,VIC,-38.45,145.5333
3991,Bass,Victoria,VIC,-38.4833,145.45
3992,Ryanston,Victoria,VIC,-38.5333,145.5833
3992,Blackwood Forest,Victoria,VIC,-38.5,145.6167
3992,Dalyston,Victoria,VIC,-38.5667,145.55
3992,West Creek,Victoria,VIC,-38.5333,145.5833
3995,Wonthaggi,Victoria,VIC,-38.6059,145.5936
3995,Anderson,Victoria,VIC,-38.5333,145.45
3995,North Wonthaggi,Victoria,VIC,-38.6,145.6
3995,Wattle Bank,Victoria,VIC,-38.5667,145.7
3995,Kilcunda,Victoria,VIC,-38.55,145.4833
3995,South Dudley,Victoria,VIC,-38.6,145.5833
3995,Harmers Haven,Victoria,VIC,-38.5752,145.5665
3995,Woolamai,Victoria,VIC,-38.5,145.5
3995,Archies Creek,Victoria,VIC,-38.55,145.5667
3995,St Clair,Victoria,VIC,-38.5752,145.5665
3995,Cape Paterson,Victoria,VIC,-38.6709,145.6213
3995,Lance Creek,Victoria,VIC,-38.5752,145.5665
3996,Inverloch,Victoria,VIC,-38.6266,145.7226
3996,Pound Creek,Victoria,VIC,-38.6333,145.8
