Post code,Suburb,State,State_code,Latitude,Longitude
3799,Reefton,Victoria,VIC,-37.752,145.7172
3799,Big Pats Creek,Victoria,VIC,-37.7833,145.75
3800,Monash University,Victoria,VIC,-37.9106,145.1348
3802,Endeavour Hills,Victoria,VIC,-37.977,145.2587
3803,Hallam,Victoria,VIC,-38.0167,145.2667
3804,Narre Warren East,Victoria,VIC,-37.9639,145.3629
3804,Narre Warren North,Victoria,VIC,-37.9833,145.3167
3805,Fountain Gate,Victoria,VIC,-38.0263,145.3069
3805,Narre Warren,Victoria,VIC,-38.0333,145.3
3805,Narre Warren South,Victoria,VIC,-38.0437,145.2923
3806,Harkaway,Victoria,VIC,-38,145.35
3806,Berwick,Victoria,VIC,-38.0333,145.35
3807,Guys Hill,Victoria,VIC,-38.0161,145.3871
3807,Beaconsfield,Victoria,VIC,-38.05,145.3667
3808,Beaconsfield Upper,Victoria,VIC,-37.9941,145.4142
3808,Dewhurst,Victoria,VIC,-37.9801,145.4669
3809,Officer South,Victoria,VIC,-38.0863,145.4021
3809,Officer,Victoria,VIC,-38.0592,145.4095
3810,Pakenham Upper,Victoria,VIC,-38.0167,145.5167
3810,Pakenham South,Victoria,VIC,-38.1333,145.5167
3810,Rythdale,Victoria,VIC,-38.1333,145.4333
3810,Pakenham,Victoria,VIC,-38.0702,145.4741
3812,Maryknoll,Victoria,VIC,-38.036,145.5948
3812,Nar Nar Goon,Victoria,VIC,-38.0825,145.5701
3812,Nar Nar Goon North,Victoria,VIC,-38.0167,145.5667
3813,Tynong,Victoria,VIC,-38.0834,145.6246
3813,Tynong North,Victoria,VIC,-38.0667,145.6167
3814,Garfield North,Victoria,VIC,-38.0333,145.6833
3814,Garfield,Victoria,VIC,-38.0899,145.675
3814,Vervale,Victoria,VIC,-38.1333,145.6667
3814,Cora Lynn,Victoria,VIC,-38.15,145.6
3815,Bunyip,Victoria,VIC,-38.0979,145.7161
3815,Bunyip North,Victoria,VIC,-38.0634,145.7206
3815,Tonimbuk,Victoria,VIC,-38.0167,145.7333
3815,Iona,Victoria,VIC,-38.1333,145.6833
3816,Longwarry North,Victoria,VIC,-38.0833,145.7667
3816,Longwarry,Victoria,VIC,-38.1128,145.7685
3816,Modella,Victoria,VIC,-38.1833,145.7167
3816,Labertouche,Victoria,VIC,-38.05,145.8
3818,Drouin South,Victoria,VIC,-38.1667,145.8333
3818,Drouin East,Victoria,VIC,-38.1561,145.8431
3818,Drouin West,Victoria,VIC,-38.1,145.8667
3818,Drouin,Victoria,VIC,-38.1366,145.8584
3818,Hallora,Victoria,VIC,-38.2667,145.8333
3818,Ripplebrook,Victoria,VIC,-38.2001,145.7725
3818,Jindivick,Victoria,VIC,-38.0333,145.9
3818,Athlone,Victoria,VIC,-38.2333,145.7667
3820,Lillico,Victoria,VIC,-38.1333,145.95
3820,Warragul,Victoria,VIC,-38.1591,145.9312
3820,Bona Vista,Victoria,VIC,-38.1462,145.9406
3821,Ellinbank,Victoria,VIC,-38.2333,145.9333
3821,Lardner,Victoria,VIC,-38.2,145.8667
3821,Neerim Junction,Victoria,VIC,-37.9296,145.9612
3821,Buln Buln,Victoria,VIC,-38.1,145.9333
3821,Ferndale,Victoria,VIC,-38.3167,145.9333
3821,Nilma,Victoria,VIC,-38.1833,145.9667
3821,Nilma North,Victoria,VIC,-38.15,145.9833
3821,Brandy Creek,Victoria,VIC,-38.1,145.9
3821,Tetoora Road,Victoria,VIC,-38.2667,145.9
3821,Seaview,Victoria,VIC,-38.1382,145.9483
3821,Buln Buln East,Victoria,VIC,-38.0833,146
3821,Shady Creek,Victoria,VIC,-38.1167,146.05
3821,Torwood,Victoria,VIC,-38.1382,145.9483
3821,Crossover,Victoria,VIC,-38.05,145.9667
3821,Warragul West,Victoria,VIC,-38.1382,145.9483
3821,Rokeby,Victoria,VIC,-38.0667,145.9333
3821,Warragul South,Victoria,VIC,-38.1382,145.9483
3821,Neerim North,Victoria,VIC,-38.1952,145.9567
3821,Bravington,Victoria,VIC,-38.1382,145.9483
3822,Cloverlea,Victoria,VIC,-38.2333,146
3822,Darnum,Victoria,VIC,-38.1885,146.0053
3822,Gainsborough,Victoria,VIC,-38.2333,145.9667
3823,Yarragon,Victoria,VIC,-38.2052,146.0608
3823,Allambee,Victoria,VIC,-38.2667,146.0333
3823,Yarragon South,Victoria,VIC,-38.236,146.0471
3824,Trafalgar East,Victoria,VIC,-38.1833,146.1833
3824,Childers,Victoria,VIC,-38.2993,146.1139
3824,Trafalgar,Victoria,VIC,-38.2091,146.1535
3824,Thorpdale South,Victoria,VIC,-38.3,146.1667
3824,Narracan,Victoria,VIC,-38.25,146.2333
3824,Trafalgar South,Victoria,VIC,-38.2667,146.15
3825,Rawson,Victoria,VIC,-37.9546,146.3993
3825,Coalville,Victoria,VIC,-38.25,146.2667
3825,Westbury,Victoria,VIC,-38.1363,146.2175
3825,Newborough,Victoria,VIC,-38.1717,146.2926
3825,Erica,Victoria,VIC,-37.9833,146.3667
3825,Willow Grove,Victoria,VIC,-38.0833,146.2
3825,Moondarra,Victoria,VIC,-38.0167,146.3667
3825,Yallourn North,Victoria,VIC,-38.1605,146.3645
3825,Coopers Creek,Victoria,VIC,-37.9833,146.4333
3825,Hill End,Victoria,VIC,-38.0167,146.15
3825,Thomson,Victoria,VIC,-38.1698,144.3789
3825,Fumina South,Victoria,VIC,-37.95,146.1167
3825,Tanjil South,Victoria,VIC,-38.1167,146.25
3825,Toombon,Victoria,VIC,-38.0481,146.1801
3825,Walhalla,Victoria,VIC,-37.95,146.45
3825,Fumina,Victoria,VIC,-37.8833,146.1
3825,Aberfeldy,Victoria,VIC,-37.6833,146.3667
3825,Hernes Oak,Victoria,VIC,-38.1956,146.3258
3825,Yallourn,Victoria,VIC,-38.1783,146.261
3825,Jacob Creek,Victoria,VIC,-38.0481,146.1801
3825,Moe,Victoria,VIC,-38.1783,146.261
3825,Walhalla East,Victoria,VIC,-38.0481,146.1801
3825,Amor,Victoria,VIC,-38.0481,146.1801
3825,Thalloo,Victoria,VIC,-38.0481,146.1801
3825,Caringal,Victoria,VIC,-38.0481,146.1801
3825,Boola,Victoria,VIC,-38.0481,146.1801
3825,Jericho,Victoria,VIC,-38.0481,146.1801
3825,Moe South,Victoria,VIC,-38.0481,146.1801
3825,Tanjil,Victoria,VIC,-38.0481,146.1801
3831,Neerim South,Victoria,VIC,-38.0168,145.9545
3831,Neerim,Victoria,VIC,-37.9667,145.95
3831,Neerim East,Victoria,VIC,-37.9833,146
3832,Nayook,Victoria,VIC,-37.9333,145.95
3832,Neerim North,Victoria,VIC,-37.9315,145.9556
3832,Neerim Junction,Victoria,VIC,-37.9296,145.9612
3833,Loch Valley,Victoria,VIC,-37.8333,146
3833,Toorongo,Victoria,VIC,-37.8728,146.1029
3833,Baw Baw,Victoria,VIC,-37.7412,146.331
3833,Ada,Victoria,VIC,-37.8728,146.1029
3833,Gentle Annie,Victoria,VIC,-37.938,145.8359
3833,Icy Creek,Victoria,VIC,-37.8728,146.1029
3833,Tanjil Bren,Victoria,VIC,-37.9222,146.2121
3833,Piedmont,Victoria,VIC,-37.8728,146.1029
3833,Vesper,Victoria,VIC,-37.9167,146.0833
3833,Baw Baw Village,Victoria,VIC,-37.8378,146.2499
3833,Noojee,Victoria,VIC,-37.9167,146
3835,Thorpdale,Victoria,VIC,-38.2833,146.1833
3840,Jeeralang,Victoria,VIC,-38.4038,146.4753
3840,Jeeralang Junction,Victoria,VIC,-38.3333,146.4167
3840,Hazelwood,Victoria,VIC,-38.2833,146.35
3840,Morwell,Victoria,VIC,-38.2348,146.395
3840,Hazelwood South,Victoria,VIC,-38.317,146.4626
3840,Maryvale,Victoria,VIC,-38.3137,146.4182
3840,Driffield,Victoria,VIC,-38.3137,146.4182
3840,Hazelwood North,Victoria,VIC,-38.3137,146.4182
3840,Mid Valley,Victoria,VIC,-38.2994,146.483
3841,Gippsland Mc,Victoria,VIC,-38.2458,146.6306
3842,Churchill,Victoria,VIC,-38.3078,146.4137
3844,Carrajung,Victoria,VIC,-38.3667,146.6833
3844,Tyers,Victoria,VIC,-38.1489,146.4804
3844,Traralgon East,Victoria,VIC,-38.3008,146.6242
3844,Callignee,Victoria,VIC,-38.3333,146.5833
3844,Traralgon South,Victoria,VIC,-38.2667,146.55
3844,Loy Yang,Victoria,VIC,-38.1833,146.6167
3844,Koornalla,Victoria,VIC,-38.3167,146.5333
3844,Willung South,Victoria,VIC,-38.35,146.7333
3844,Traralgon,Victoria,VIC,-38.1953,146.5415
3844,Carrajung Lower,Victoria,VIC,-38.4,146.7333
3844,Flynns Creek,Victoria,VIC,-38.3008,146.6242
3844,Flynn,Victoria,VIC,-38.1667,146.6833
3844,Blackwarry,Victoria,VIC,-38.4,146.65
3844,Carrajung South,Victoria,VIC,-38.3833,146.7333
3844,Callignee North,Victoria,VIC,-38.3167,146.6
3844,Mount Tassie,Victoria,VIC,-38.3008,146.6242
3844,Callignee South,Victoria,VIC,-38.3833,146.6167
3847,Willung South,Victoria,VIC,-38.35,146.7333
3847,Nambrok,Victoria,VIC,-38.05,146.8833
3847,Willung,Victoria,VIC,-38.25,146.8167
3847,Rosedale,Victoria,VIC,-38.1545,146.7886
3847,Hiamdale,Victoria,VIC,-38.2011,146.8055
3850,Wurruk,Victoria,VIC,-38.1167,147.0333
3850,Sale,Victoria,VIC,-38.111,147.068
3850,Guthridge,Victoria,VIC,-38.106,147.0608
3851,Cobains,Victoria,VIC,-38.0833,147.15
3851,Dutson,Victoria,VIC,-38.1833,147.1833
3851,Darriman,Victoria,VIC,-38.45,146.9333
3851,Golden Beach,Victoria,VIC,-38.2109,147.3987
3851,Loch Sport,Victoria,VIC,-38.0401,147.5918
3851,Bundalaguah,Victoria,VIC,-38.0333,147.0167
3851,Clydebank,Victoria,VIC,-38.05,147.2
3851,Giffard West,Victoria,VIC,-38.1661,147.1648
3851,Montgomery,Victoria,VIC,-38.0333,147.0667
3851,Seacombe,Victoria,VIC,-38.1167,147.4333
3851,Fulham,Victoria,VIC,-38.1,146.9833
3851,Myrtlebank,Victoria,VIC,-38.1588,147.1833
3851,Kilmany,Victoria,VIC,-38.1,146.9
3851,Giffard,Victoria,VIC,-38.4167,147.0833
3851,Paradise Beach,Victoria,VIC,-38.1962,147.4152
3851,Flamingo Beach,Victoria,VIC,-38.1661,147.1648
3851,Longford,Victoria,VIC,-38.1624,147.0859
3851,Dutson Downs,Victoria,VIC,-38.1661,147.1648
3851,Seaspray,Victoria,VIC,-38.3761,147.1906
3851,Lake Wellington,Victoria,VIC,-38.1661,147.1648
3851,Stradbroke,Victoria,VIC,-38.3,147.0333
3851,Airly,Victoria,VIC,-38.0333,147.1167
3851,Pearsondale,Victoria,VIC,-38.1661,147.1648
3851,The Heart,Victoria,VIC,-38.1167,147.1667
3851,Somerton Park,Victoria,VIC,-38.1661,147.1648
3851,Glomar Beach,Victoria,VIC,-38.1661,147.1648
3851,The Honeysuckles,Victoria,VIC,-38.1661,147.1648
3852,East Sale,Victoria,VIC,-38.1035,147.127
3852,Sale East Raaf,Victoria,VIC,-38.1035,147.127
3852,East Sale Raaf,Victoria,VIC,-38.104,147.1424
3853,Sale,Victoria,VIC,-38.111,147.068
3854,Glengarry,Victoria,VIC,-38.1167,146.5667
3854,Glengarry West,Victoria,VIC,-38.15,146.5167
3854,Glengarry North,Victoria,VIC,-38.1333,146.5417
3856,Toongabbie,Victoria,VIC,-38.05,146.6167
3857,Cowwarr,Victoria,VIC,-38.0167,146.6833
3858,Licola,Victoria,VIC,-37.6333,146.6167
3858,Denison,Victoria,VIC,-38.0333,146.8833
3858,Dawson,Victoria,VIC,-37.9833,146.7333
3858,Seaton,Victoria,VIC,-37.9333,146.6667
3858,Sargood,Victoria,VIC,-37.9307,146.7432
3858,Winnindoo,Victoria,VIC,-38.05,146.7667
3858,Glenmaggie,Victoria,VIC,-37.9,146.75
3858,Billabong,Victoria,VIC,-37.9307,146.7432
3858,Heyfield,Victoria,VIC,-37.9813,146.7856
3858,Tamboritha,Victoria,VIC,-37.9307,146.7432
3858,Crookayan,Victoria,VIC,-37.9307,146.7432
3858,Arbuckle,Victoria,VIC,-37.9307,146.7432
3858,Buragwonduc,Victoria,VIC,-37.9307,146.7432
3858,Yangoura,Victoria,VIC,-37.9307,146.7432
3858,Gillum,Victoria,VIC,-37.9307,146.7432
3858,Worrowing,Victoria,VIC,-37.9307,146.7432
3858,Glenfalloch,Victoria,VIC,-37.9307,146.7432
3858,Howitt Plains,Victoria,VIC,-37.9307,146.7432
3858,Licola North,Victoria,VIC,-37.9307,146.7432
3858,Reynard,Victoria,VIC,-37.9307,146.7432
3859,Tinamba,Victoria,VIC,-37.9625,146.8914
3859,Maffra West Upper,Victoria,VIC,-37.9,146.85
3859,Newry,Victoria,VIC,-37.9167,146.8833
3859,Tinamba West,Victoria,VIC,-37.9264,146.8749
3860,Boisdale,Victoria,VIC,-37.8833,146.9833
3860,Valencia Creek,Victoria,VIC,-37.8333,146.9833
3860,Briagolong,Victoria,VIC,-37.8436,147.0727
3860,Bushy Park,Victoria,VIC,-37.8667,147.0333
3860,Riverslea,Victoria,VIC,-38,146.95
3860,Coongulla,Victoria,VIC,-37.8913,146.786
3860,Wrixon,Victoria,VIC,-37.8985,146.9703
3860,Maffra,Victoria,VIC,-37.9713,146.9837
3860,Toolome,Victoria,VIC,-37.8985,146.9703
3860,Nap Nap Marra,Victoria,VIC,-37.8985,146.9703
3860,Moroka,Victoria,VIC,-37.8985,146.9703
3860,Woolenook,Victoria,VIC,-37.8985,146.9703
3860,Koorool,Victoria,VIC,-37.8985,146.9703
3860,Wrathung,Victoria,VIC,-37.8985,146.9703
3860,Monomak,Victoria,VIC,-37.8985,146.9703
3862,Stockdale,Victoria,VIC,-37.8,147.1667
3862,Dargo,Victoria,VIC,-37.4833,147.2667
3862,Llowalong,Victoria,VIC,-37.9333,147.0667
3862,Meerlieu,Victoria,VIC,-38,147.4
3862,Perry Bridge,Victoria,VIC,-38,147.2667
3862,Stratford,Victoria,VIC,-37.9634,147.0826
3862,Miowera,Victoria,VIC,-37.8052,147.2018
3862,Munro,Victoria,VIC,-37.9167,147.1833
3862,Budgee Budgee,Victoria,VIC,-37.8052,147.2018
3862,Cobbannah,Victoria,VIC,-37.6333,147.1833
3862,Hollands Landing,Victoria,VIC,-37.8052,147.2018
3862,Waterford,Victoria,VIC,-37.5167,147.2
3862,Wongungarra,Victoria,VIC,-37.8052,147.2018
3862,Moornapa,Victoria,VIC,-37.8052,147.2018
3862,Hawkhurst,Victoria,VIC,-37.8052,147.2018
3862,Crooked River,Victoria,VIC,-37.8052,147.2018
3862,Cowa,Victoria,VIC,-37.8052,147.2018
3864,Glenaladale,Victoria,VIC,-37.7833,147.35
3864,Fernbank,Victoria,VIC,-37.8667,147.3167
3865,Lindenow,Victoria,VIC,-37.8005,147.4598
3869,Yinnar South,Victoria,VIC,-38.3833,146.3833
3869,Jumbuk,Victoria,VIC,-38.4,146.4278
3869,Yinnar,Victoria,VIC,-38.3225,146.3292
3870,Boolarra,Victoria,VIC,-38.3794,146.2753
3870,Johnstones Hill,Victoria,VIC,-38.4153,146.2973
3870,Budgeree,Victoria,VIC,-38.4167,146.3333
3870,Boolarra South,Victoria,VIC,-38.45,146.2833
3870,Grand Ridge,Victoria,VIC,-38.4153,146.2973
3871,Delburn,Victoria,VIC,-38.3333,146.2333
3871,Dollar,Victoria,VIC,-38.5667,146.1667
3871,Baromi,Victoria,VIC,-38.4141,146.1797
3871,Mirboo North,Victoria,VIC,-38.401,146.1613
3871,Mirboo,Victoria,VIC,-38.4667,146.2
3871,Allambee South,Victoria,VIC,-38.35,146.1
3871,Darlimurla,Victoria,VIC,-38.3667,146.2167
3871,Allambee Reserve,Victoria,VIC,-38.4141,146.1797
3873,Gormandale,Victoria,VIC,-38.2833,146.7
3874,Carrajung South,Victoria,VIC,-38.3833,146.7333
3874,Mcloughlins Beach,Victoria,VIC,-38.4536,146.8042
3874,Woodside,Victoria,VIC,-38.5238,146.8751
3874,Woodside Beach,Victoria,VIC,-38.4536,146.8042
3874,Woodside North,Victoria,VIC,-38.4536,146.8042
3875,Fairy Dell,Victoria,VIC,-36.3333,144.75
3875,Deptford,Victoria,VIC,-37.5833,147.7
3875,Bullumwaal,Victoria,VIC,-37.6333,147.5333
3875,Banksia Peninsula,Victoria,VIC,-37.7479,147.4935
3875,Granite Rock,Victoria,VIC,-37.7569,147.672
3875,Wuk Wuk,Victoria,VIC,-37.7667,147.4333
3875,Merrijig,Victoria,VIC,-37.1,146.25
3875,Lucknow,Victoria,VIC,-37.8167,147.65
3875,Wentworth,Victoria,VIC,-37.7479,147.4935
3875,Newlands Arm,Victoria,VIC,-37.9241,147.698
3875,Woodglen,Victoria,VIC,-37.75,147.4833
3875,Sarsfield,Victoria,VIC,-37.75,147.7167
3875,Iguana Creek,Victoria,VIC,-37.7333,147.3167
3875,Clifton Creek,Victoria,VIC,-37.7078,147.6658
3875,Marthavale,Victoria,VIC,-37.7479,147.4935
3875,Lindenow South,Victoria,VIC,-37.8167,147.4333
3875,Broadlands,Victoria,VIC,-37.7479,147.4935
3875,Mount Taylor,Victoria,VIC,-37.7437,147.5994
3875,Calulu,Victoria,VIC,-37.8,147.5167
3875,Bairnsdale,Victoria,VIC,-37.8229,147.6104
3875,Melwood,Victoria,VIC,-37.7479,147.4935
3875,East Bairnsdale,Victoria,VIC,-37.8229,147.6104
3875,Tabberabbera,Victoria,VIC,-37.5833,147.3833
3875,Goon Nure,Victoria,VIC,-37.95,147.65
3875,Eastwood,Victoria,VIC,-37.7479,147.4935
3875,Forge Creek,Victoria,VIC,-37.9,147.6333
3875,Wy Yung,Victoria,VIC,-37.8,147.5833
3875,Ellaswood,Victoria,VIC,-37.7479,147.4935
3875,Bengworden,Victoria,VIC,-37.9833,147.4667
3875,Walpa,Victoria,VIC,-37.8,147.45
3875,Hillside,Victoria,VIC,-37.8333,147.5
3875,Flaggy Creek,Victoria,VIC,-37.7479,147.4935
3875,Ryans,Victoria,VIC,-37.7479,147.4935
3875,Waterholes,Victoria,VIC,-37.7479,147.4935
3878,Eagle Point,Victoria,VIC,-37.9,147.6833
3880,Raymond Island,Victoria,VIC,-37.9167,147.7333
3880,Ocean Grange,Victoria,VIC,-37.9178,147.7264
3880,Paynesville,Victoria,VIC,-37.9189,147.7194
3880,Boole Poole,Victoria,VIC,-37.9178,147.7264
3882,Nicholson,Victoria,VIC,-37.8167,147.7333
3885,Murrindal,Victoria,VIC,-37.4167,148.2
3885,Wiseleigh,Victoria,VIC,-37.7117,147.8056
3885,Buchan,Victoria,VIC,-37.5,148.1833
3885,Yalmy,Victoria,VIC,-37.4142,148.1025
3885,Suggan Buggan,Victoria,VIC,-36.9556,148.3276
3885,Wulgulmerang East,Victoria,VIC,-37.0833,148.2833
3885,Buchan South,Victoria,VIC,-37.5667,148.1167
3885,Bruthen,Victoria,VIC,-37.7067,147.831
3885,Timbarra,Victoria,VIC,-37.4142,148.1025
3885,Brumby,Victoria,VIC,-37.4142,148.1025
3885,Wulgulmerang,Victoria,VIC,-37.0833,148.2833
3885,Butchers Ridge,Victoria,VIC,-37.2583,148.2443
3885,Wulgulmerang West,Victoria,VIC,-37.4142,148.1025
3885,Mossiface,Victoria,VIC,-37.7415,147.8159
3885,W Tree,Victoria,VIC,-37.2648,148.1466
3885,Gelantipy,Victoria,VIC,-37.1833,148.2833
3885,Tambo Upper,Victoria,VIC,-37.767,147.843
3886,Newmerella,Victoria,VIC,-37.7333,148.45
3887,Nowa Nowa,Victoria,VIC,-37.7167,148.1
3887,Wairewa,Victoria,VIC,-37.6892,148.1693
3887,Lake Tyers,Victoria,VIC,-37.85,148.0667
3888,Bendoc,Victoria,VIC,-37.1333,148.9
3888,Brodribb River,Victoria,VIC,-37.7,148.5667
3888,Jarrahmond,Victoria,VIC,-37.6984,148.4064
3888,Bete Bolong,Victoria,VIC,-37.6858,148.3833
3888,Waygara,Victoria,VIC,-37.7333,148.3167
3888,Goongerah,Victoria,VIC,-37.3321,148.6943
3888,Tostaree,Victoria,VIC,-37.75,148.1667
3888,Delegate River,Victoria,VIC,-37.0667,148.8
3888,Orbost,Victoria,VIC,-37.6964,148.457
3888,Marlo,Victoria,VIC,-37.7962,148.5319
3888,Bonang,Victoria,VIC,-37.2,148.75
3888,Deddick Valley,Victoria,VIC,-37.5266,148.543
3888,Cape Conran,Victoria,VIC,-37.5266,148.543
3888,Tubbut,Victoria,VIC,-37.3755,148.5993
3888,Haydens Bog,Victoria,VIC,-37.5266,148.543
3888,Wombat Creek,Victoria,VIC,-37.5266,148.543
3888,Simpsons Creek,Victoria,VIC,-37.5266,148.543
3888,Corringle,Victoria,VIC,-37.5266,148.543
3888,Bete Bolong North,Victoria,VIC,-37.5266,148.543
3888,Nurran,Victoria,VIC,-37.5266,148.543
3889,Club Terrace,Victoria,VIC,-37.5333,148.95
3889,Bemm River,Victoria,VIC,-37.7582,148.9692
3889,Errinundra,Victoria,VIC,-37.3831,148.8937
3889,Bellbird Creek,Victoria,VIC,-37.5481,148.8764
3889,Manorina,Victoria,VIC,-37.6756,148.7948
3889,Cabbage Tree Creek,Victoria,VIC,-37.6967,148.7197
3889,Combienbar,Victoria,VIC,-37.3833,149.0167
3890,Noorinbee,Victoria,VIC,-37.5167,149.1667
3890,Buldah,Victoria,VIC,-37.2655,149.1431
3890,Cann River,Victoria,VIC,-37.5658,149.151
3890,Chandlers Creek,Victoria,VIC,-37.3385,149.1951
3890,Tamboon,Victoria,VIC,-37.7393,149.1419
3890,Noorinbee North,Victoria,VIC,-37.4986,149.1425
3890,Tonghi Creek,Victoria,VIC,-37.5638,149.0588
3891,Genoa,Victoria,VIC,-37.4833,149.5833
3891,Gipsy Point,Victoria,VIC,-37.4667,149.6833
3891,Wroxham,Victoria,VIC,-37.475,149.6333
3891,Wangarabell,Victoria,VIC,-37.475,149.6333
3891,Wingan River,Victoria,VIC,-37.475,149.6333
3891,Wallagaraugh,Victoria,VIC,-37.475,149.6333
3891,Maramingo Creek,Victoria,VIC,-37.475,149.6333
3892,Mallacoota,Victoria,VIC,-37.559,149.7541
3893,Stirling,Victoria,VIC,-37.4333,147.75
3893,Double Bridges,Victoria,VIC,-37.4667,147.7917
3893,Tambo Crossing,Victoria,VIC,-37.5,147.8333
3895,Doctors Flat,Victoria,VIC,-37.3,147.75
3895,Reedy Flat,Victoria,VIC,-37.4,147.9
3895,Ensay,Victoria,VIC,-37.3833,147.8333
3895,Ensay North,Victoria,VIC,-37.3611,147.8278
3896,Tongio,Victoria,VIC,-37.1833,147.7333
3896,Bindi,Victoria,VIC,-37.1167,147.8333
3896,Swifts Creek,Victoria,VIC,-37.25,147.7167
3896,Brookville,Victoria,VIC,-37.3333,147.6167
3896,Nunniong,Victoria,VIC,-37.2208,147.725
3898,Cassilis,Victoria,VIC,-37.2167,147.6
3898,Glen Wills,Victoria,VIC,-36.85,147.5167
3898,Omeo Valley,Victoria,VIC,-37.0204,147.4992
3898,Cobungra,Victoria,VIC,-37.1,147.4167
3898,Dinner Plain,Victoria,VIC,-37.0236,147.2412
3898,Bingo Munjie,Victoria,VIC,-37.0204,147.4992
3898,Anglers Rest,Victoria,VIC,-36.9935,147.4905
3898,Bundara,Victoria,VIC,-37.0204,147.4992
3898,Omeo,Victoria,VIC,-37.0961,147.5949
3898,Shannonvale,Victoria,VIC,-37.0204,147.4992
3898,Glen Valley,Victoria,VIC,-36.8667,147.4833
3898,Hinnomunjie,Victoria,VIC,-37.0167,147.65
3900,Cobberas,Victoria,VIC,-36.85,148.0918
3900,Benambra,Victoria,VIC,36.918,147.7736
3902,Bumberrah,Victoria,VIC,-37.8,147.8333
3902,Johnsonville,Victoria,VIC,-37.8167,147.8
3903,Swan Reach,Victoria,VIC,-37.8333,147.8667
3904,Metung,Victoria,VIC,-37.8915,147.853
3909,Lake Tyers Beach,Victoria,VIC,-37.859,148.0868
3909,Kalimna West,Victoria,VIC,-37.8568,147.9522
3909,Nyerimilang,Victoria,VIC,-37.8758,147.9423
3909,Lakes Entrance,Victoria,VIC,-37.8812,147.981
3909,Nungurner,Victoria,VIC,-37.8819,147.8858
3909,Kalimna,Victoria,VIC,-37.8833,147.95
3909,Toorloo Arm,Victoria,VIC,-37.8758,147.9423
3909,Lake Bunga,Victoria,VIC,-37.8758,147.9423
3910,Langwarrin,Victoria,VIC,-38.1667,145.1667
3911,Langwarrin South,Victoria,VIC,-38.1987,145.1807
3911,Baxter,Victoria,VIC,-38.2,145.15
3912,Pearcedale,Victoria,VIC,-38.203,145.2349
3912,Somerville,Victoria,VIC,-38.2167,145.1667
3913,Tyabb,Victoria,VIC,-38.25,145.1833
3915,Hastings,Victoria,VIC,-38.3,145.1833
3915,Tuerong,Victoria,VIC,-38.2987,145.0967
3916,Merricks,Victoria,VIC,-38.3833,145.0833
3916,Point Leo,Victoria,VIC,-38.415,145.0694
3916,Shoreham,Victoria,VIC,-38.4263,145.0469
3918,Bittern,Victoria,VIC,-38.3333,145.1667
3919,Crib Point,Victoria,VIC,-38.35,145.2
3920,Hmas Cerberus,Victoria,VIC,-38.3649,145.2004
3921,Elizabeth Island,Victoria,VIC,-38.3667,145.3241
3921,Tankerton,Victoria,VIC,-38.3868,145.2896
3921,French Island,Victoria,VIC,-38.3406,145.341
3922,Silverleaves,Victoria,VIC,-38.4539,145.2727
3922,Surf Beach,Victoria,VIC,-38.3751,144.2564
3922,Ventnor,Victoria,VIC,-38.4627,145.195
3922,Wimbledon Heights,Victoria,VIC,-38.4568,145.0754
3922,Summerlands,Victoria,VIC,-38.4568,145.0754
3922,Smiths Beach,Victoria,VIC,-38.5007,145.2552
3922,Sunset Strip,Victoria,VIC,-38.4922,145.2627
3922,Cowes,Victoria,VIC,-38.4523,145.2386
3922,Sunderland Bay,Victoria,VIC,-38.4568,145.0754
3923,Rhyll,Victoria,VIC,-38.4642,145.2995
3925,Newhaven,Victoria,VIC,-38.5121,145.3558
3925,Cape Woolamai,Victoria,VIC,-38.5428,145.3441
3925,Churchill Island,Victoria,VIC,-38.5262,145.3584
3925,San Remo,Victoria,VIC,-38.5204,145.37
3926,Balnarring,Victoria,VIC,-38.3667,145.1333
3926,Balnarring Beach,Victoria,VIC,-38.4,145.1167
3926,Merricks Beach,Victoria,VIC,-38.3988,145.106
3926,Merricks North,Victoria,VIC,-38.35,145.0833
3927,Somers,Victoria,VIC,-38.4,145.1667
3928,Main Ridge,Victoria,VIC,-38.3973,144.9724
3929,Flinders,Victoria,VIC,-38.4739,145.019
3930,Mount Eliza,Victoria,VIC,-38.1833,145.0833
3930,Kunyung,Victoria,VIC,-38.1943,145.0926
3931,Mornington,Victoria,VIC,-38.2179,145.0388
3933,Moorooduc,Victoria,VIC,-38.2167,145.1167
3934,Mount Martha,Victoria,VIC,-38.2667,145.0167
3936,Arthurs Seat,Victoria,VIC,-38.3632,144.9598
3936,Dromana,Victoria,VIC,-38.3338,144.9646
3936,Safety Beach,Victoria,VIC,-38.3153,145.0003
3937,Red Hill,Victoria,VIC,-38.35,145.0167
3937,Red Hill South,Victoria,VIC,-38.3833,145.0333
3938,Mccrae,Victoria,VIC,-38.3497,144.9281
3939,Rosebud Plaza,Victoria,VIC,-38.4106,144.8837
3939,Boneo,Victoria,VIC,-38.4167,144.8833
3939,Rosebud,Victoria,VIC,-38.3554,144.9068
3939,Fingal,Victoria,VIC,-38.414,144.8499
3939,Cape Schanck,Victoria,VIC,-38.4616,144.9014
3940,Rosebud West,Victoria,VIC,-38.3644,144.8775
3941,Rye,Victoria,VIC,-38.3667,144.8167
3941,St Andrews Beach,Victoria,VIC,-38.4141,144.8244
