Community Name,Community Type,Population density,Area (km sq),Child Protection Services,Community Health Services,SAAP/Homelessness,Disability Services,Mental Health Services,Health/Human services sites,Dental sites,General practice sites,Pharmacy Sites,Allied Health Sites,Complementary Health Sites,Child Care/Kindergarten Sites,Residential aged care facilities,Licensed aged care places,Primary schools,Secondary school,P-12 schools,Other schools,Nearest Health Service,Distance to Nearest Health Service,Born Overseas,Speakes language other than English at home,Main cultural group 1 (name),Main cultural group 1 (percentage),Main cultural group 2 (name),Main cultural group 2 (percentage),Main cultural group 3 (name),Main cultural group 3 (percentage),Main cultural group 4 (name),Main cultural group 4 (percentage),Other cultural group (percentage)
Darnum,Town,278.6458249,1.453457988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,West Gippsland Healthcare Group (Warragul),7.466517058,6.3,0.0,Anglo Saxon and Celtic,90.2,German,6.1,Dutch,1.6,Nordic,0.8,1.2
Dartmoor,Town,82.29511042,2.661154458,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,Heywood Rural Health,43.1460429,5.8,0.0,Anglo Saxon and Celtic,83.5,German,11.3,South Asian,3.5,Franco-Belgian,0.9,0.9
Daylesford,Town,163.9514028,20.20110803,0,0,0,2,0,13,0,1,1,2,0,2,4,30,4,1,0,0,Daylesford District Hospital,0.517609183,12.5,5.6,Anglo Saxon and Celtic,78.8,Italian,4.9,German,4.8,Central European,2.1,9.4
Deer Park,Suburb,1718.275976,8.688359848,0,3,0,0,0,17,2,3,2,2,0,6,0,0,3,0,0,0,Sunshine Hospital,5.208964646,38.3,44.9,Anglo Saxon and Celtic,31.5,Italian,19.3,South East Asian,7.2,Hispanic,6.8,35.3
Delacombe,Suburb,1091.625617,4.05541967,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,Ballarat Hospital,5.254939138,6.5,2.5,Anglo Saxon and Celtic,86.0,German,3.3,Dutch,3.1,Nordic,1.3,6.4
Delahey,Suburb,2627.602009,3.555713525,0,0,0,0,0,9,0,2,0,0,0,3,1,47,1,1,0,0,Sunshine Hospital,6.696698787,42.7,58.3,Anglo Saxon and Celtic,20.9,Italian,16.0,South East Asian,9.9,Hispanic,9.7,43.5
Derrimut,Suburb,322.0853764,13.14558285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,Sunshine Hospital,7.623596486,43.4,51.9,Anglo Saxon and Celtic,27.5,Hispanic,13.2,South East Asian,10.5,Italian,8.8,39.9
Derrinallum,Town,81.42088316,3.045901621,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,South West Healthcare (Camperdown),37.87959914,7.5,1.7,Anglo Saxon and Celtic,90.4,German,3.7,Jewish/Armenian,1.8,Italian,1.4,2.8
Diamond Creek,Suburb,1087.092693,10.65410528,0,0,0,0,0,24,0,4,2,9,4,6,1,30,3,1,0,0,Austin Hospital,14.80095552,11.2,6.0,Anglo Saxon and Celtic,76.5,Italian,8.3,German,4.0,Greek,1.5,9.7
Diggers Rest,Town,848.3752205,2.18653251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunbury Day Hospital,7.767908078,12.5,7.5,Anglo Saxon and Celtic,75.3,Italian,9.3,German,2.7,Central European,2.2,10.5
Dimboola,Town,285.1746819,5.231881001,0,0,0,0,0,6,1,2,1,7,0,1,3,38,2,0,0,0,Dimboola & District Hospital,1.468764705,5.1,1.6,Anglo Saxon and Celtic,76.9,German,17.5,Dutch,1.4,Franco-Belgian,0.8,3.4
Dingley Village,Suburb,1373.152677,7.835253995,1,0,0,1,0,11,0,2,1,5,3,5,1,62,3,0,0,0,Kingston Centre,5.125808272,20.6,13.0,Anglo Saxon and Celtic,72.2,Italian,4.5,Greek,4.0,German,4.0,15.3
Dinner Plain,Town,149.013263,0.65765958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Omeo District Health,43.10169393,14.0,6.5,Anglo Saxon and Celtic,50.0,Nordic,33.3,Jewish/Armenian,16.7,Hispanic,0.0,0.0
Docklands,Suburb,1818.166924,3.001924592,0,0,0,0,0,10,3,2,3,0,0,2,0,0,0,0,0,0,Royal Melbourne Hospital,2.623219785,34.1,24.0,Anglo Saxon and Celtic,51.2,East Asian,20.3,South East Asian,5.4,Italian,3.7,19.4
Don Valley,Town,445.2828289,0.660254519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Healesville and District Hospital,18.86373699,10.0,2.1,Anglo Saxon and Celtic,82.4,German,6.3,Franco-Belgian,2.5,Eastern European,2.5,6.3
Donald,Town,305.0382359,4.809233163,0,0,0,0,0,10,0,1,1,4,0,1,3,44,2,1,0,0,East Wimmera Health Service (Donald),0.265002143,3.2,0.8,Anglo Saxon and Celtic,91.7,German,2.4,Italian,1.1,Hispanic,0.8,4.0
Doncaster,Suburb,2209.432444,8.890518493,0,0,0,3,0,44,9,3,3,15,4,5,2,150,3,1,0,0,Box Hill Hospital,3.40719448,38.9,44.3,Anglo Saxon and Celtic,40.6,East Asian,14.2,Greek,12.8,Italian,10.3,22.1
Doncaster East,Suburb,2654.792611,10.9281606,1,3,0,5,0,67,7,14,5,19,5,14,1,119,6,1,0,0,Box Hill Hospital,7.47668228,37.7,40.2,Anglo Saxon and Celtic,42.8,East Asian,17.0,Italian,9.3,Greek,9.0,22.0
Donvale,Suburb,1055.933759,11.92404343,0,0,0,0,0,19,3,3,0,6,0,3,2,180,2,1,0,1,Maroondah Hospital,7.603684434,25.3,21.1,Anglo Saxon and Celtic,59.2,Italian,9.4,East Asian,6.3,Greek,5.3,19.7
Dookie,Town,186.2659398,1.696499104,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,Goulburn Valley Health (Shepparton),28.22662327,4.4,2.3,Anglo Saxon and Celtic,82.1,German,11.6,Franco-Belgian,1.7,Dutch,1.7,2.9
Doreen,Suburb,220.7697837,42.83647809,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,The Northern Hospital,17.15130454,10.2,5.8,Anglo Saxon and Celtic,74.1,Italian,10.9,German,2.6,Greek,2.3,10.2
Doveton,Suburb,2056.603443,3.923459346,0,0,0,1,0,15,0,5,3,6,1,2,2,100,3,0,0,0,Dandenong Hospital,3.070328737,39.4,36.0,Anglo Saxon and Celtic,52.2,Balkan,5.9,Central European,4.8,South Asian,4.5,32.6
Dromana,Suburb,828.7563617,6.161038679,0,0,0,4,0,12,0,1,2,3,1,2,0,0,1,0,0,0,Rosebud Hospital,8.998071914,16.9,7.5,Anglo Saxon and Celtic,76.3,Italian,6.6,Greek,4.0,German,2.9,10.2
Drouin,Town,517.2602318,16.22200874,0,0,0,4,0,20,1,3,2,8,1,3,2,155,2,1,0,0,West Gippsland Healthcare Group (Warragul),9.847738213,10.5,3.1,Anglo Saxon and Celtic,83.3,German,3.4,Dutch,2.8,Italian,2.5,7.9
Drumcondra,Suburb,2348.301291,0.27381495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Geelong Hospital,3.205899798,13.0,8.7,Anglo Saxon and Celtic,75.8,Dutch,5.3,Hispanic,2.7,Franco-Belgian,2.4,13.8
Drysdale-Clifton Springs,Town,866.1705152,13.52851407,0,0,0,0,0,20,1,4,2,9,1,5,3,235,2,0,1,0,The Geelong Hospital,19.78036562,12.8,2.4,Anglo Saxon and Celtic,83.8,German,3.9,Italian,2.4,Dutch,2.4,7.5
Dunkeld,Town,174.6750539,2.473163686,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Penshurst & District Memorial Hospital,29.68644008,10.7,2.7,Anglo Saxon and Celtic,88.9,German,4.8,Hispanic,1.6,Italian,1.6,3.2
Dunolly,Town,203.472804,2.988114323,0,0,0,0,0,4,0,2,0,1,0,1,2,19,0,0,0,0,Maryborough District Health Service (Dunolly),1.012947746,9.6,1.4,Anglo Saxon and Celtic,87.9,German,4.5,Italian,2.6,Central European,1.4,3.6
Eagle Point,Town,366.0621589,1.270276068,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Bairnsdale Regional Health Service,13.72115664,14.7,5.0,Anglo Saxon and Celtic,87.7,German,3.3,Dutch,2.5,Central European,1.9,4.6
Eaglehawk,Suburb,664.6920652,7.128112773,0,0,0,2,0,20,1,4,2,4,3,2,1,67,2,1,0,0,The Bendigo Hospital,4.652262294,4.1,0.8,Anglo Saxon and Celtic,89.6,German,3.2,Italian,1.8,Dutch,1.2,4.2
Eaglemont,Suburb,2073.558603,2.00235479,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,Austin Hospital,1.690524477,18.9,17.8,Anglo Saxon and Celtic,64.8,Italian,12.7,Greek,4.0,German,3.3,15.2
East Bendigo,Suburb,382.8950551,5.784874917,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,The Bendigo Hospital,3.853297638,5.0,1.7,Anglo Saxon and Celtic,87.1,German,3.6,Franco-Belgian,2.2,Dutch,1.5,5.6
East Geelong,Suburb,1343.921359,3.063423297,0,0,0,7,0,9,1,1,1,4,1,2,0,0,1,1,0,0,The Geelong Hospital,1.296939973,10.8,6.7,Anglo Saxon and Celtic,76.6,Italian,5.5,German,3.7,Hispanic,2.5,11.7
East Melbourne,Suburb,2698.832867,1.854505354,4,0,0,7,0,157,8,8,1,15,6,2,1,110,0,0,0,0,St Vincent's Hospital,1.574043572,23.3,11.9,Anglo Saxon and Celtic,73.5,German,4.2,East Asian,4.2,Italian,3.1,15.0
East Sale,Town,12.04171011,6.892708698,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Central Gippsland Health Service (Sale),10.43679484,9.6,7.2,Anglo Saxon and Celtic,75.0,South East Asian,25.0,Hispanic,0.0,Franco-Belgian,0.0,0.0
Echuca,Town,348.4126351,39.29536021,6,5,2,11,1,59,3,5,4,17,5,7,3,170,4,1,1,1,Echuca Regional Health,0.739529598,5.6,1.8,Anglo Saxon and Celtic,88.1,German,3.3,Italian,2.3,Dutch,1.1,5.3
Edenhope,Town,389.4200121,2.095423899,0,0,0,2,0,12,2,4,1,10,0,2,4,40,1,0,1,0,Edenhope and District Hospital,0.463995663,5.5,1.7,Anglo Saxon and Celtic,87.0,German,7.4,Franco-Belgian,0.9,Italian,0.7,4.1
Edithvale,Suburb,2677.050692,2.06981512,0,0,0,1,0,10,0,1,1,3,1,2,2,177,1,0,0,0,Kingston Centre,11.39333159,16.8,7.2,Anglo Saxon and Celtic,78.1,Italian,5.1,German,3.3,Greek,1.7,11.7
Eildon,Town,225.8900377,3.311345677,0,0,0,0,0,4,0,0,0,11,0,1,2,51,1,0,0,0,Alexandra District Hospital,23.11430537,12.3,2.3,Anglo Saxon and Celtic,85.8,German,3.9,Italian,3.2,Dutch,2.3,4.7
Eldorado,Town,67.49056397,4.711769783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Northeast Health Wangaratta,22.56376051,4.7,0.0,Anglo Saxon and Celtic,71.4,South Asian,22.9,German,1.4,Italian,1.4,2.9
Elmore,Town,318.7940308,2.195775116,0,0,0,0,0,4,0,1,0,0,0,1,0,0,2,0,0,0,Rochester and Elmore District Health Service,16.14980633,5.3,2.1,Anglo Saxon and Celtic,83.0,German,4.7,Nordic,4.7,Italian,3.2,4.5
Elsternwick,Suburb,3995.855137,2.591685546,0,0,0,1,1,35,3,5,6,16,2,6,2,107,2,0,3,1,Caulfield General Medical Centre,1.121463573,26.8,19.5,Anglo Saxon and Celtic,54.7,German,7.2,Jewish/Armenian,5.7,Italian,5.1,27.3
Eltham,Suburb,1322.888354,13.9860631,0,3,0,7,0,47,9,7,7,28,3,20,2,120,3,1,0,0,Austin Hospital,11.8681259,14.1,6.7,Anglo Saxon and Celtic,76.7,Italian,6.5,German,3.5,Greek,2.0,11.4
Eltham North,Suburb,1775.511698,4.677524801,0,0,0,0,0,6,0,0,0,0,1,7,1,30,3,1,0,0,Austin Hospital,14.27535382,12.6,8.1,Anglo Saxon and Celtic,72.9,Italian,10.0,German,2.7,Greek,2.6,11.8
Elwood,Suburb,6084.15674,2.553681745,0,0,0,0,0,20,4,3,5,9,6,4,0,0,2,1,1,0,Caulfield General Medical Centre,3.066417587,21.8,12.3,Anglo Saxon and Celtic,66.3,German,4.9,Italian,4.9,Central European,3.6,20.3
Emerald,Town,315.6186369,21.12359418,0,0,0,0,0,12,0,2,1,5,1,3,1,60,1,1,0,0,Angliss Hospital,16.1511119,17.1,4.8,Anglo Saxon and Celtic,78.1,German,5.3,Dutch,3.5,Italian,3.2,9.8
Endeavour Hills,Suburb,1709.545309,15.71353497,0,0,0,1,0,34,4,5,2,22,2,11,1,120,7,2,1,0,Dandenong Hospital,3.897340369,43.7,44.3,Anglo Saxon and Celtic,38.1,Italian,6.5,South Asian,6.4,Hispanic,5.5,43.5
Enfield,Town,128.3991151,3.278838795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ballarat Hospital,20.08592976,9.2,3.2,Anglo Saxon and Celtic,83.0,Dutch,3.5,German,3.5,Franco-Belgian,2.2,7.8
Epping,Suburb,478.5432326,51.02360317,6,7,1,8,0,56,4,12,2,19,2,8,5,348,5,3,1,0,The Northern Hospital,4.254863974,26.4,33.8,Anglo Saxon and Celtic,44.5,Italian,18.2,Greek,6.1,Balkan,4.5,26.7
Epsom,Suburb,637.6769313,3.581751022,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,The Bendigo Hospital,6.846246056,4.3,1.3,Anglo Saxon and Celtic,86.3,Italian,3.8,German,2.0,Nordic,1.5,6.5
Essendon,Suburb,3204.388711,6.192444733,0,0,0,0,0,65,7,9,7,24,6,8,4,294,3,2,1,0,Western Hospital (Footscray),6.037262482,18.6,17.9,Anglo Saxon and Celtic,60.2,Italian,14.4,South Asian,4.4,Greek,3.9,17.0
Essendon North,Suburb,3124.724618,0.740545258,0,0,0,0,0,9,2,1,0,7,2,1,0,0,1,0,0,0,Western Hospital (Footscray),7.620520403,20.9,20.8,Anglo Saxon and Celtic,59.9,Italian,15.3,Greek,4.3,South Asian,3.4,17.1
Essendon West,Suburb,1430.200635,1.025031009,0,0,0,0,0,3,0,1,0,2,1,0,0,0,0,1,0,0,Western Hospital (Footscray),7.228228099,16.9,18.1,Anglo Saxon and Celtic,66.3,Italian,11.7,Hispanic,2.6,East Asian,2.2,17.3
Eumemmerring,Suburb,1659.688768,1.061042307,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Dandenong Hospital,4.537449203,40.5,33.0,Anglo Saxon and Celtic,51.6,Balkan,7.9,German,4.9,Hispanic,4.4,31.2
Eureka,Suburb,1742.241073,0.421296462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ballarat Hospital,4.294130544,9.3,2.5,Anglo Saxon and Celtic,87.6,Dutch,2.6,Italian,1.9,German,1.5,6.4
Euroa,Town,480.0660774,6.059582497,0,0,0,1,0,8,1,2,1,4,0,0,1,67,2,1,0,0,Benalla and District Memorial Hospital,47.97423269,5.4,1.5,Anglo Saxon and Celtic,88.1,German,4.1,Italian,1.6,Dutch,1.4,4.8
Fairfield,Suburb,1566.165633,3.401939033,1,0,8,12,48,30,2,4,3,12,1,3,0,0,1,0,0,0,St Vincent's Hospital,5.259599148,25.2,25.3,Anglo Saxon and Celtic,54.0,Italian,12.3,Greek,11.3,South Asian,3.2,19.3
Fawkner,Suburb,2548.559176,5.090719541,0,0,0,0,0,22,0,5,3,5,1,4,2,240,4,1,1,0,Broadmeadows Health Service,5.822368549,42.3,57.8,Italian,38.4,Anglo Saxon and Celtic,24.5,Greek,6.4,Afro-Arabic Muslim,6.0,24.6
Ferntree Gully,Suburb,1955.930705,13.68606768,1,4,0,13,2,49,5,4,4,8,3,11,2,174,6,1,0,0,Angliss Hospital,3.749021246,19.1,9.5,Anglo Saxon and Celtic,72.8,German,5.1,Italian,4.9,Dutch,2.9,14.3
Ferny Creek,Suburb,289.7647536,5.314656048,0,0,0,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,Angliss Hospital,11.55639049,18.0,3.3,Anglo Saxon and Celtic,78.0,German,8.0,Dutch,4.7,Italian,2.2,7.1
Fish Creek,Town,179.1533521,1.032634879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,South Gippsland Hospital (Foster),13.30156734,8.4,2.2,Anglo Saxon and Celtic,82.4,Italian,4.9,Franco-Belgian,3.5,Dutch,3.5,5.6
Fitzroy,Suburb,7346.641292,1.402545679,4,2,7,6,7,127,5,6,3,16,9,6,1,41,2,1,0,0,St Vincent's Hospital,0.989181412,31.6,26.4,Anglo Saxon and Celtic,56.1,South East Asian,8.0,East Asian,7.2,Italian,4.6,24.1
Fitzroy North,Suburb,5004.521959,2.473962568,0,0,9,4,4,40,2,8,3,10,3,13,1,45,3,1,0,0,St Vincent's Hospital,2.996599038,22.8,17.5,Anglo Saxon and Celtic,60.9,Italian,11.6,Greek,5.0,German,3.5,19.0
Flemington,Suburb,6899.163786,1.178113791,13,0,1,5,0,23,1,7,2,4,1,4,4,127,3,1,0,1,Royal Melbourne Hospital,2.889572316,34.8,38.2,Anglo Saxon and Celtic,44.2,South East Asian,10.8,East Asian,8.2,Italian,6.6,30.3
Flinders,Town,144.1050635,4.135871325,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,Rosebud Hospital,20.77638366,11.3,1.0,Anglo Saxon and Celtic,87.8,German,3.9,Italian,2.3,Dutch,1.5,4.5
Flora Hill,Suburb,1199.168388,3.478243791,0,0,0,0,0,9,1,1,1,1,1,3,0,0,0,1,0,0,The Bendigo Hospital,5.040493253,8.2,4.9,Anglo Saxon and Celtic,84.1,German,3.8,Italian,1.9,Nordic,1.7,8.4
Footscray,Suburb,2661.050531,5.011554589,30,12,8,30,17,153,13,25,9,26,2,5,4,320,4,2,0,0,Western Hospital (Footscray),1.290724468,47.1,49.5,Anglo Saxon and Celtic,32.6,South East Asian,16.0,East Asian,9.6,South Asian,7.2,34.5
Forest Hill,Suburb,2532.992165,3.931713701,1,0,0,1,0,26,2,6,3,10,2,2,2,168,1,0,0,0,Box Hill Hospital,7.542579415,28.9,26.1,Anglo Saxon and Celtic,60.0,East Asian,8.7,Italian,5.6,South East Asian,4.2,21.6
Forrest,Town,178.6956157,0.917761745,0,0,0,0,0,3,0,1,0,0,0,1,0,0,1,0,0,0,Colac Area Health,33.10945148,10.3,7.5,Anglo Saxon and Celtic,79.3,German,8.6,Franco-Belgian,4.3,Jewish/Armenian,2.9,5.0
Foster,Town,328.062458,3.407887653,0,2,0,0,0,11,1,2,1,4,1,2,1,30,1,1,0,0,South Gippsland Hospital (Foster),0.154763122,11.1,3.0,Anglo Saxon and Celtic,84.6,German,4.4,Italian,3.7,Dutch,2.1,5.3
Frankston,Suburb,1754.071415,20.80017934,8,19,9,17,10,197,18,20,13,53,5,21,6,412,11,3,0,2,Frankston Hospital,2.316973593,22.6,9.0,Anglo Saxon and Celtic,78.0,German,3.8,Italian,2.8,Dutch,2.0,13.5
Frankston North,Suburb,2503.729244,2.346499732,0,0,0,0,0,7,0,1,0,0,1,2,1,120,2,1,1,0,Frankston Hospital,5.334455351,20.0,8.5,Anglo Saxon and Celtic,80.0,German,3.6,Italian,2.3,Central European,1.8,12.3
Frankston South,Suburb,1253.850931,14.85344034,0,0,0,1,0,15,0,1,2,3,0,3,2,146,2,1,1,0,Frankston Hospital,3.187804013,20.4,6.6,Anglo Saxon and Celtic,80.6,Italian,3.6,German,3.6,Dutch,1.8,10.5
Gardenvale,Suburb,4008.678176,0.269914409,0,0,0,0,0,4,1,0,1,1,0,0,0,0,0,0,0,0,Calvary Health Care Bethlehem,0.718859145,25.7,17.7,Anglo Saxon and Celtic,61.9,East Asian,5.2,Italian,5.0,German,4.9,23.0
Garfield,Town,475.1443113,2.249842784,0,0,0,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,Kooweerup Regional Health Service,25.29801161,6.9,2.1,Anglo Saxon and Celtic,83.6,Dutch,3.4,Italian,2.8,German,2.4,7.8
Geelong,Suburb,1408.785511,3.339046265,13,16,8,12,37,165,13,8,8,40,12,2,2,133,2,1,0,0,The Geelong Hospital,0.360312215,16.5,11.6,Anglo Saxon and Celtic,71.7,Italian,7.6,German,2.8,Greek,2.5,15.4
Geelong West,Suburb,2982.374105,2.325328666,2,0,4,12,9,33,1,4,5,10,3,1,0,0,5,0,0,0,The Geelong Hospital,3.507013793,14.6,10.3,Anglo Saxon and Celtic,72.7,Italian,8.3,German,3.3,Central European,2.3,13.3
Gembrook,Town,141.6353916,8.5360021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Angliss Hospital,27.59191899,16.3,4.2,Anglo Saxon and Celtic,75.4,Italian,8.3,German,4.5,South Asian,2.7,9.1
Girgarre,Town,180.8117353,1.072939207,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,Kyabram and District Health Service,14.25816032,9.8,1.5,Anglo Saxon and Celtic,85.9,Dutch,4.2,Central European,4.2,Hispanic,2.1,3.5
Gisborne,Town,599.8635956,12.95794587,0,1,0,0,0,23,1,2,3,19,2,3,2,75,3,0,0,0,Sunbury Day Hospital,16.49211387,12.1,4.0,Anglo Saxon and Celtic,82.2,Italian,4.3,German,3.5,Central European,1.7,8.2
Gladstone Park,Suburb,2439.150868,3.685708875,0,0,0,0,0,16,3,3,1,7,1,3,1,82,3,1,0,0,Broadmeadows Health Service,2.75187059,31.7,32.2,Anglo Saxon and Celtic,46.0,Italian,15.3,Afro-Arabic Muslim,7.9,Greek,5.2,25.6
Glen Huntly,Suburb,5166.821029,0.894166834,0,0,0,3,0,8,0,1,2,1,1,1,0,0,1,0,0,0,Caulfield General Medical Centre,2.82510271,43.6,38.6,Anglo Saxon and Celtic,43.6,East Asian,11.3,South Asian,10.6,Eastern European,4.8,29.7
Glen Iris,Suburb,3070.702834,8.375606949,0,0,0,0,4,55,5,6,4,21,9,8,1,138,5,0,3,0,Caulfield General Medical Centre,7.732118681,21.8,15.8,Anglo Saxon and Celtic,66.9,Greek,5.0,East Asian,4.6,German,4.2,19.3
Glen Waverley,Suburb,2469.405322,16.83725213,1,0,0,21,3,122,16,16,9,32,10,15,4,325,9,3,1,1,Monash Medical Centre (Clayton),8.114982857,40.3,37.4,Anglo Saxon and Celtic,50.6,East Asian,15.8,South Asian,6.7,South East Asian,4.1,22.7
Glengarry,Town,581.4459557,1.283008322,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,Latrobe Regional Hospital,16.5569452,4.7,1.3,Anglo Saxon and Celtic,82.8,Dutch,5.8,German,4.4,Central European,1.7,5.3
Glenlyon,Town,113.2175348,1.651687614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Daylesford District Hospital,11.25543277,17.6,8.0,Anglo Saxon and Celtic,83.3,German,5.6,Italian,5.6,Franco-Belgian,2.2,3.3
Glenrowan,Town,295.3186753,1.286745579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Northeast Health Wangaratta,16.96000598,10.8,1.8,Anglo Saxon and Celtic,85.6,Franco-Belgian,3.1,Dutch,3.1,German,2.5,5.6
Glenroy,Suburb,2248.006272,9.145437117,0,0,3,9,0,54,2,5,5,12,1,5,6,538,4,2,0,1,Broadmeadows Health Service,3.506913677,32.2,39.4,Anglo Saxon and Celtic,43.9,Italian,18.3,Greek,4.7,Afro-Arabic Muslim,4.6,28.6
Glenthompson,Town,72.60464898,2.038436961,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,East Grampians Health Service (Willaura),23.54525104,16.7,0.0,Anglo Saxon and Celtic,93.8,Franco-Belgian,6.3,Hispanic,0.0,Dutch,0.0,0.0
Golden Beach - Paradise Beach,Town,34.67475714,9.920761624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Central Gippsland Health Service (Sale),35.50707956,23.8,4.9,Anglo Saxon and Celtic,81.3,Italian,5.1,German,4.5,Dutch,2.0,7.1
Golden Gully,Suburb,64.93497373,3.172404456,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,The Bendigo Hospital,4.971957072,1.5,1.5,Anglo Saxon and Celtic,84.2,German,4.8,Italian,3.6,Nordic,1.8,5.5
Golden Point,Suburb,1191.096924,1.870544668,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,1,Ballarat Hospital,2.911072958,8.2,5.0,Anglo Saxon and Celtic,82.8,German,3.5,Dutch,2.0,Italian,2.0,9.6
Golden Square,Suburb,1027.067672,8.965329405,0,0,0,2,0,14,1,2,1,0,0,1,7,302,2,0,0,0,The Bendigo Hospital,5.749023143,5.0,2.0,Anglo Saxon and Celtic,88.5,German,3.2,Italian,2.1,Nordic,1.3,4.9
Goornong,Town,134.2793592,2.249042607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,The Bendigo Hospital,28.39232333,3.8,0.0,Anglo Saxon and Celtic,93.3,German,1.8,Nordic,1.8,Jewish/Armenian,1.8,1.3
Gordon,Town,138.0086461,3.818601333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Ballarat Hospital,24.4955432,14.1,3.0,Anglo Saxon and Celtic,83.1,German,5.3,Italian,4.8,Central European,2.6,4.2
Goroke,Town,67.22818479,3.406309433,0,0,0,0,0,4,1,1,1,6,0,1,0,0,0,0,0,0,Edenhope and District Hospital,47.16257528,3.1,0.0,Anglo Saxon and Celtic,89.7,German,3.4,Italian,1.9,Franco-Belgian,1.5,3.4
Gowanbrae,Suburb,2292.831002,1.272662485,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Broadmeadows Health Service,3.506716069,24.9,30.8,Anglo Saxon and Celtic,40.4,Italian,18.8,Afro-Arabic Muslim,7.9,South Asian,7.6,25.3
Grantville,Town,192.9336245,2.586381722,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,Kooweerup Regional Health Service,27.89625113,22.7,5.7,Anglo Saxon and Celtic,80.3,German,5.8,Italian,3.0,Franco-Belgian,1.8,9.1
Great Western,Town,116.4855119,1.725536479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Stawell Regional Health,12.69047708,7.5,0.0,Anglo Saxon and Celtic,90.1,Franco-Belgian,4.2,German,2.8,Nordic,1.4,1.4
Greendale,Town,100.7195272,4.299067043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Djerriwarrh Health Services (Bacchus Marsh),19.94120423,17.6,5.7,Anglo Saxon and Celtic,77.1,German,5.2,Italian,4.1,Hispanic,3.8,9.9
Greensborough,Suburb,2056.466782,10.47038551,0,0,0,1,0,59,4,5,3,16,3,13,4,297,5,2,0,1,Austin Hospital,9.430229316,16.9,13.6,Anglo Saxon and Celtic,67.4,Italian,10.6,Greek,3.3,German,3.2,15.4
Greenvale,Suburb,1815.544166,6.669625685,0,0,0,0,0,6,0,1,1,0,0,3,1,88,2,0,0,0,Broadmeadows Health Service,8.502910405,27.3,40.1,Italian,37.9,Anglo Saxon and Celtic,25.0,Greek,5.7,Balkan,4.6,26.8
Grovedale,Suburb,2162.346611,6.986853969,0,0,0,3,0,25,1,4,2,4,0,5,4,423,4,1,0,0,The Geelong Hospital,8.640546292,11.8,4.7,Anglo Saxon and Celtic,81.8,German,4.5,Italian,2.9,Dutch,2.2,8.7
Guildford,Town,173.9857232,1.212743185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Castlemaine Health,13.11717539,15.0,2.3,Anglo Saxon and Celtic,93.6,German,3.2,Italian,2.1,Afro-Arabic Muslim,1.1,0.0
